Date,Open,High,Low,Close,Volume,Adj Close
2015-03-19,17.468,17.479,17.138,17.204,316770900,14.47313
2015-03-18,17.127,17.468,16.973,17.468,354655100,14.69522
2015-03-17,17.16,17.248,16.896,17.094,309677600,14.38059
2015-03-16,17.116,17.171,16.72,17.017,316116600,14.31581
2015-03-13,16.709,17.38,16.588,16.819,440178400,14.14924
2015-03-12,16.115,17.116,16.038,16.632,632781900,13.99192
2015-03-11,15.587,16.016,15.587,15.675,215069700,13.18683
2015-03-10,15.752,15.807,15.477,15.51,254844700,13.04802
2015-03-09,15.191,16.17,14.971,15.961,434801500,13.42743
2015-03-06,14.938,15.158,14.894,14.993,128036300,12.61309
2015-03-05,15.224,15.224,14.861,14.938,226504500,12.56682
2015-03-04,15.455,15.477,15.235,15.301,156596000,12.8722
2015-03-03,15.884,15.884,15.378,15.40,266372400,12.95548
2015-03-02,16.038,16.038,15.796,15.928,218763200,13.39967
2015-02-27,16.06,16.28,15.928,15.983,195606800,13.44594
2015-02-26,15.675,16.148,15.521,16.082,215013900,13.52923
2015-02-25,15.928,15.95,15.598,15.708,140932500,13.21459
2015-02-24,15.917,15.917,15.917,15.917,000,13.39042
2015-02-23,15.917,15.917,15.917,15.917,000,13.39042
2015-02-20,15.917,15.917,15.917,15.917,000,13.39042
2015-02-19,15.917,15.917,15.917,15.917,000,13.39042
2015-02-18,15.917,15.917,15.917,15.917,000,13.39042
2015-02-17,15.862,16.038,15.851,15.917,120665200,13.39042
2015-02-16,15.873,15.906,15.686,15.84,139220000,13.32564
2015-02-13,15.95,16.137,15.785,15.873,208366800,13.3534
2015-02-12,15.862,15.873,15.521,15.785,148954100,13.27937
2015-02-11,15.873,15.994,15.741,15.862,124127100,13.34415
2015-02-10,15.565,15.928,15.488,15.873,183693500,13.3534
2015-02-09,15.466,15.697,15.235,15.576,224585500,13.10355
2015-02-06,15.499,15.752,15.345,15.499,186547500,13.03877
2015-02-05,16.225,16.28,15.587,15.598,394332700,13.12205
2015-02-04,15.95,16.049,15.532,15.598,167896200,13.12205
2015-02-03,15.631,15.906,15.422,15.895,196263500,13.37191
2015-02-02,15.466,15.686,15.389,15.444,211617600,12.9925
2015-01-30,16.038,16.159,15.796,15.917,207865300,13.39042
2015-01-29,16.038,16.148,15.752,15.862,266968000,13.34415
2015-01-28,16.302,16.621,16.126,16.291,242203000,13.70505
2015-01-27,16.984,16.984,16.225,16.511,351914000,13.89013
2015-01-26,17.116,17.149,16.643,16.973,268566900,14.27879
2015-01-23,17.314,17.644,17.094,17.193,320043000,14.46387
2015-01-22,17.303,17.336,16.885,17.193,294738200,14.46387
2015-01-21,16.61,17.457,16.291,17.314,487540300,14.56567
2015-01-20,16.368,16.687,16.038,16.50,479215700,13.88088
2015-01-19,16.918,17.303,16.302,16.302,623520900,13.7143
2015-01-16,17.864,18.425,17.776,18.117,480245900,15.2412
