Date,Open,High,Low,Close,Volume,Adj Close
2015-02-13,16.71595,17.01605,16.60795,16.74,106529100,11.33384
2015-02-12,16.49995,16.67995,16.344,16.632,73045800,11.26072
2015-02-11,16.53595,16.62005,16.416,16.47605,66521900,11.15513
2015-02-10,16.18805,16.58405,16.10395,16.524,86985000,11.1876
2015-02-09,16.20,16.416,15.86405,16.22405,113590300,10.98451
2015-02-06,16.42795,16.74,16.08005,16.21195,123649000,10.97632
2015-02-05,17.16005,17.316,16.51205,16.54805,229647500,11.20388
2015-02-04,16.80005,16.848,16.44005,16.452,96914700,11.13885
2015-02-03,16.53595,16.78795,16.344,16.74,106001900,11.33384
2015-02-02,16.31995,16.56,16.26005,16.35595,103311800,11.07382
2015-01-30,16.71595,16.94405,16.51205,16.71595,111614000,11.31756
2015-01-29,16.58405,16.812,16.49995,16.67995,122010400,11.29318
2015-01-28,16.64395,17.16005,16.56,16.87205,148905300,11.42324
2015-01-27,17.21995,17.244,16.596,16.78795,160739300,11.36631
2015-01-26,17.23205,17.32795,16.992,17.208,126912700,11.6507
2015-01-23,17.23205,17.55605,17.16005,17.28,175101800,11.69945
2015-01-22,17.208,17.424,16.992,17.16005,150601900,11.61823
2015-01-21,16.65605,17.52005,16.49995,17.30405,232863600,11.71573
2015-01-20,16.596,16.87205,16.272,16.596,178922100,11.23634
2015-01-19,16.812,17.48405,16.596,16.596,256454800,11.23634
2015-01-16,18.47995,18.74405,18.216,18.44395,186701500,12.4875
2015-01-15,17.82,18.42005,17.65195,18.42005,149060400,12.47132
2015-01-14,17.73605,18.24005,17.64,17.77205,151563500,12.03259
2015-01-13,17.57995,17.88005,17.532,17.61595,98024900,11.9269
2015-01-12,17.84405,18.06005,17.39995,17.72395,186394900,12.00003
2015-01-09,17.88005,19.044,17.65195,18.09605,301020000,12.25195
2015-01-08,18.60005,18.684,17.88005,17.95205,168925700,12.15446
2015-01-07,18.67205,18.99605,18.36,18.576,204014400,12.57691
2015-01-06,19.01995,19.66795,18.65995,18.936,259970500,12.82064
2015-01-05,19.17605,19.53605,18.72,19.224,343252300,13.01564
2015-01-02,19.008,19.008,19.008,19.008,000,12.86939
2015-01-01,19.008,19.008,19.008,19.008,000,12.86939
2014-12-31,18.73195,19.05595,18.36,19.008,288007800,12.86939
2014-12-30,17.91605,18.70805,17.84405,18.60005,283929400,12.59319
2014-12-29,18.73195,19.26,17.70005,17.90395,310337700,12.12189
2014-12-26,17.532,18.216,17.424,18.11995,292448800,12.26814
2014-12-25,17.21995,17.70005,16.848,17.62805,239673100,11.93509
2014-12-24,17.68795,17.82,16.416,16.884,241232500,11.43134
2014-12-23,17.98805,18.33595,17.39995,17.70005,215742100,11.98384
2014-12-22,17.88005,19.39205,17.77205,18.40795,416086900,12.46313
2014-12-19,17.784,18.22795,17.32795,18.00,232248700,12.18692
2014-12-18,18.49205,18.65995,17.52005,17.86795,296430100,12.09752
2014-12-17,17.28,18.80395,17.03995,18.432,528019900,12.47941
2014-12-16,16.20,17.26805,16.128,17.26805,296288700,11.69136
2014-12-15,16.49995,16.49995,15.92395,16.29605,216112400,11.03326
2014-12-12,16.67995,17.03995,16.416,16.72805,197269000,11.32575
2014-12-11,16.57195,17.496,16.42795,16.704,268559400,11.30947
2014-12-10,16.31995,17.23205,15.624,17.028,423341300,11.52883
2014-12-09,17.95205,18.63605,16.452,16.452,485450400,11.13885
2014-12-08,17.05205,18.60005,16.80005,18.27605,471401100,12.37382
2014-12-05,16.85995,18.27605,16.22405,17.43595,529643600,11.80503
2014-12-04,15.768,16.76405,15.48,16.75195,414021700,11.34193
2014-12-03,15.74395,16.668,15.25205,15.72005,479703600,10.64328
2014-12-02,14.56805,16.08005,14.49605,15.74395,418849300,10.65946
2014-12-01,15.12,15.64805,14.58,14.62795,535825600,9.90387
2014-11-28,13.52401,14.92805,13.41601,14.92805,581380700,10.10706
2014-11-27,13.62,13.81201,13.34401,13.572,252462800,9.18894
2014-11-26,13.188,13.644,13.104,13.45201,262190200,9.1077
2014-11-25,12.90,13.224,12.828,13.176,188136300,8.92083
2014-11-24,12.73201,13.14,12.62401,12.936,267284200,8.75833
2014-11-21,12.744,13.032,12.60,12.96,137607800,8.77459
2014-11-20,12.69601,12.828,12.60,12.756,82025300,8.63646
2014-11-19,12.72,12.792,12.648,12.756,70998800,8.63646
2014-11-18,12.888,12.972,12.672,12.73201,111635500,8.62022
